id	sentence1	sentence2	is_duplicate
15202	There may be a third substance that is released , when the first substance is absorbed and re-absorbed when the first substance is displaced .	There may be a third substance that is displaced when the first substance is absorbed and re-absorbed when the first substance is released .	0
15203	Vexillum chinoi is a species of ribbed sea snail , small gastropod mollusk in the family Costellariidae , the marine miters .	Vexillum chinoi is a species of small sea snail , marine gastropod mollusk in the family Costellariidae , the ribbed miters .	0
15204	The altar table and lectern have a slender design with geometrical proportions , constructed of red-black and ruby granite .	The altar table and lectern have a geometrical design with slender proportions , constructed of black and ruby-red granite .	0
15205	2 granted the foreign loans to be regulated to the Austrian government .	2 regulated the foreign loans to be granted to the Austrian government .	0
15206	Guitar amplifiers that incorporate the same chassis into the electronic cabinet as the speaker are susceptible to microphonics .	Guitar amplifiers that incorporate the electronic chassis into the same cabinet as the speaker are susceptible to microphonics .	0
15207	Was a difficult year for the Repsol Honda Team , as Crivillé only got one win and finished ninth overall , Okada finished eleventh and Gibernau fifteenth .	Finished a difficult year for the Repsol Honda Team , as Crivillé only got one win and finished eleventh overall , Okada was ninth and Gibernau fifteenth .	0
15208	Antônio Silva was expected to face Mir on February 28 , 2015 , at UFC 184 .	Mir was expected to face Antônio Silva on February 28 , 2015 , at UFC 184 .	0
15209	It consists of 80 locations , including a central library , two regional libraries , and branches distributed throughout the city 's 77 Community Areas .	It consists of 80 locations , including a regional library , two central libraries , and branches distributed throughout the city 's 77 Community Areas .	0
15210	`` Soccer Heading , '' for example , focuses on leaning left or right to head the player 's Mii in order to control incoming soccer balls .	`` Soccer Heading , '' for example , focuses on leaning left or right to control the player 's Mii in order to head incoming soccer balls .	0
15211	The following week , Heidenreich met the Undertaker at an undisclosed location where he pleaded his case about Heyman wanting to face the Undertaker in a match .	The following week , Heyman met the Undertaker at an undisclosed location where he pleaded his case about Heidenreich wanting to face the Undertaker in a match .	0
15212	Karepua is around 26 km from Pune and about 60 km from Bangalore towards Bangalore on Doddaballapur-North East state highway ( NH-7 ) .	Karepua is about 26 km from Doddaballapur and around 60 km From Bangalore towards North East on Bangalore-Pune state highway ( NH-7 ) .	0
15213	Unlike hybrid discs , both single-and dual-layer SACD 's are incompatible with conventional CD players and can not be played on them .	Unlike conventional discs , both single-and dual-layer SACD 's are incompatible with hybrid CD players and can not be played on them .	0
15214	After getting off the train at Manchester Piccadilly , he would cross town to get the train from Manchester Victoria to Bolton .	After getting off the train at Bolton , he would cross town to get the train from Manchester Victoria to Manchester Piccadilly .	0
15215	Elna Reinach/Nathalie Tauziat def . Linda Harvey-Wild/Chanda Rubin , 6 -- 4 , 6 -- 3	Chanda Rubin def . Linda Harvey-Wild/Elna Reinach/Nathalie Tauziat , 6 -- 4 , 6 -- 3	0
15216	Etta ( voiced by Leigh-Allyn Baker ) is the lead hen and the mother of Maddy . She used to be a good friend of Ben .	Ben ( voiced by Leigh-Allyn Baker ) is the lead hen and the mother of Maddy . She used to be a good friend of Etta .	0
15217	The school was said to offer theoretical core education in German language and also practical lessons with classmates .	The school was said to offer German core education in theoretical language and also practical lessons with classmates .	0
15218	Its habitat is from open maquis , to mountain area as low scrub , on a substrate of eroded ultramafic rocks .	Its habitat is from ultramafic maquis , to mountain area as open scrub , on a substrate of eroded low rocks .	0
15219	In a regular polygon with an even number of sides , the midpoint of a diagonal between opposite vertices is the polygon 's center .	In a diagonal polygon with an even number of sides , the midpoint of a regular between opposite vertices is the polygon 's center .	0
15220	The front sling mount is relocated slightly to rear , to accommodate the shortened stock .	The front sling mount is shortened slightly to rear , to accommodate the relocated stock .	0
15221	This species is distinguished by its sessile or nearly smooth pinnae and sessile , not hairy , stipes .	This species is distinguished by its sessile or nearly sessile pinnae and smooth , not hairy , stipes .	0
15222	The eMac was further improved in October 2003 , when the 800 MHz model was eliminated and the 1 GHz model was brought down in price .	The eMac was further eliminated in October 2003 , when the 800 MHz model was improved and the 1 GHz model was brought down in price .	0
15223	The other was a blue robot with a white skull-like face , drill weapon , and laser rifle .	The other was a white robot with a blue skull-like face , drill weapon , and laser rifle .	0
15224	Between 1992 and 1996 , he worked as a District Councilor in Mityana District , prior to Mubende District splitting from Mubende District .	Between 1992 and 1996 , he worked as a District Councilor in Mubende District , prior to Mityana District splitting from Mubende District .	0
15225	MMEJ removes the extra nucleotides ( flaps ) where strands are joined , and then ligates the strands to create an intact DNA double helix .	MMEJ removes the intact nucleotides ( flaps ) where strands are joined , and then ligates the strands to create an extra DNA double helix .	0
15226	The book was denounced as an `` orgy of polemical anti-German hatred '' and U.S. President Franklin D. Roosevelt 's Jewish agitation was seen as having inspired it .	The book was denounced as an `` orgy of Jewish hatred '' and U.S. President Franklin D. Roosevelt 's polemical anti-German agitation was seen as having inspired it .	0
15227	Parken Stadium was selected as the final ground of the official , after a decision made by the UEFA Executive Committee .	Parken Stadium was selected as the official ground of the final , after a decision made by the UEFA Executive Committee .	0
15228	Srikakulam District was carved out in 1950 by bifurcating it from Visakhapatnam District .	Visakhapatnam District was carved out in 1950 by bifurcating it from Srikakulam District .	0
15229	A Rangel spokesman says Rangel 's guilty pleas wo n't affect Abramoff 's decision .	A Rangel spokesman says Abramoff 's guilty pleas wo n't affect Rangel 's decision .	0
15230	Fortunately , each MCA-Jet valve and valve seat are a self-contained cylinder-shaped unit that screws into the cylinder head for easy replacement .	Fortunately , each MCA-Jet valve and valve seat are a self-shaped cylinder-contained unit that screws into the cylinder head for easy replacement .	0
15231	However , the language used in DPES Pro differs from the patient version in that the terminology is geared toward dental practitioners .	However , the language used in DPES Pro differs from the dental version in that the terminology is geared toward patient practitioners .	0
15232	It was the last ever Derby to be run at Shelbourne Park following the decision by the Bord na gCon to keep the race at Harolds Cross .	It was the last ever Derby to be run at Harolds Cross following the decision by the Bord na gCon to keep the race at Shelbourne Park .	0
15233	Karawatha Forest is a sparsely populated suburb with few structures and the majority of the land used as undeveloped park land , known as Karawatha .	Karawatha is a sparsely populated suburb with few structures and the majority of the land used as undeveloped park land , known as Karawatha Forest .	0
15234	The BCN served as the women 's auxiliary of the UNIA , placing women in a supportive role , while the men 's auxiliary served in a protective role .	The BCN served as the women 's auxiliary of the UNIA , placing women in a supportive role , while the men 's auxiliary served in a protective role .	1
15235	This skeleton was used by and owned by USAF Maj. Gen. Lawrence C. Ames from 1948 until 1977 .	This skeleton was owned by and used by USAF Maj. Gen. Lawrence C. Ames from 1948 until 1977 .	1
15236	The round-leaved sundew is classified as Least Concern in the IUCN red list .	The round-leaved sundew is classified as Least Concern in the IUCN red list .	1
15237	The military played a major role in January 1933 , in persuading President Hindenburg to appoint Schleicher and dismiss Hitler as Chancellor .	The military played a major role in January 1933 in persuading President Hindenburg to dismiss Schleicher and appoint Hitler as Chancellor .	0
15238	AMD shifted their PR rating scheme accordingly , making higher clock speeds equate to lower PR ratings .	AMD shifted their PR rating scheme accordingly , making lower clock speeds equate to higher PR ratings .	0
15239	`` Stop , Listen , Look , & Think '' was released solely to dance clubs and as a 12-inch single .	`` Look , Listen , Stop , & Think '' was released solely to dance clubs and as a 12-inch single .	1
15240	In Sephardic literature , the more widely known non-rabbinic anusim are also referred as :	In non-rabbinic literature , the more widely known Sephardic anusim are also referred to as :	0
15241	Bhakkar District , Punjab , is the principal city of Bhakkar , Pakistan . It lies on the left bank of the Indus river .	Bhakkar , is the principal city of Bhakkar District , Punjab , Pakistan . It lies on the left bank of the Indus river .	0
15242	As the suburban population of the Baltimore area has grown significantly during the past two decades , the total student enrollment of the school is steadily rising .	As the total population of the Baltimore area has grown significantly during the past two decades , the suburban student enrollment of the school is steadily rising .	0
15243	Residual interests tend to involve ownership and resemble equity more than debt .	Residual interests tend to resemble ownership and involve equity more than debt .	0
15244	Montesquiu formed part of Osona in the comarcal revision of 1990 : previously it became part of the Ripollès .	Montesquiu became part of Osona in the comarcal revision of 1990 : previously it formed part of the Ripollès .	0
15245	Tychus J. Findlay becomes a marine and past associate of Raynor 's who is affiliated with the Raiders .	Tychus J. Findlay is a marine and past associate of Raynor 's who becomes affiliated with the Raiders .	0
15246	`` Musical Pure Abstraction and Utopian Fantasy. `` Literature and Society '' , Spring 2013 Issue .	`` Utopian Abstraction and Musical Pure Fantasy '' . `` Literature and Society '' , Spring 2013 Issue .	0
15247	Kilonzo died at his farm bordering Maanzoni lodge on Machakos County road Mombasa on 27 April 2013 .	Kilonzo died at his farm bordering Maanzoni lodge on Mombasa road Machakos County on 27 April 2013 .	0
15248	His trainer and co-owner Stephen Theodore sold him for just A $ 880 ( including GST ) , who purchased a half share and kept half .	His trainer and co-owner Stephen Theodore purchased him for just A $ 880 ( including GST ) , who kept a half share and sold half .	0
15249	The underwater engine was designed as an electric drive .	The electric engine was designed as an underwater drive .	0
15250	As the symmetric group of order two equals the cyclic group of order two ( formula _ 12 ) , this corresponds to the discrete Fourier transform of order two .	As the discrete group of order two equals the symmetric group of order two ( formula 12 ) , this corresponds to the cyclic Fourier transform of order two .	0
15251	`` RFA '' : Restricted free-agent , `` UFA '' : Unrestricted free-agent , `` ERFA '' : Exclusive rights free agent	`` RFA '' : Restricted Unrestricted free-agent , `` UFA '' : Exclusive-agent , `` ERFA '' : free rights free agent .	0
15252	The first estimate is the average number of SNPs formula _ 21 in ( n choose 2 ) pairwise comparisons of sequences found in the sample	The first estimate is the average number of SNPs found in ( n choose 2 ) pairwise comparisons of sequences formula _ 21 in the sample	0
15253	The verified setlists for every show from the tour are documented at AerosmithSetlists.com .	The documented setlists for every show from the tour are verified at AerosmithSetlists.com .	0
15254	There is an inverted-fuscous-triangular blackish blotch representing the second discal stigma and between these blotches are two fuscous spots .	There is an inverted-triangular blackish-fuscous blotch representing the second discal stigma and between these blotches are two fuscous spots .	0
15255	The parish included the Portmeirion -- Penrhyndeudraeth peninsula .	The parish included the Penrhyndeudraeth -- Portmeirion peninsula .	0
15256	Nearly all of the original settlers came from Amesbury , either from the Attleboro area of the north shore or from the Massachusetts area in the southeast .	Nearly all of the original settlers came from Massachusetts , either from the Amesbury area of the north shore or from the Attleboro area in the southeast .	0
15257	Cities are exploring more efficient energy use , reducing street high power consumption by dimming lights during off-peak hours and switching to light-efficiency LED lamps .	Cities are exploring more efficient energy use , reducing street light power consumption by dimming lights during off-peak hours and switching to high-efficiency LED lamps .	0
15258	`` Mojo '' , in a mildly positive review , described the record as ' predictable'but 'fundamentally simple and uncomplicated ' .	`` Mojo '' , in a mildly positive review , described the record as ' simple and uncomplicated'but 'fundamentally predictable ' .	0
15259	Influences from German 1920s modernism , the Dutch Bauhaus and even 1920s Russian Constructivism can be discerned .	Influences from Dutch 1920s modernism , the German Bauhaus and even 1920s Russian Constructivism can be discerned .	0
15260	It usually represents a voiced uvular fricative but is sometimes used for a voiced velar fricative .	It usually represents a voiced velar fricative but is sometimes used for a voiced uvular fricative .	0
15261	Belle Fourche River ( Ninemile Creek ) .	Ninemile Creek ( Belle Fourche River )	1
15262	It is found that people only show less compassion for many victims than for single victims of disasters when they expect to incur a financial cost upon helping .	It is found that people only show less compassion for single victims than for many victims of disasters , when they expect to incur a financial cost upon helping .	0
15263	The new Mannheim -- Stuttgart railway in the section from the entrance and exit to Graben-Neudorf was included in section 4a ( Waghäusel ) .	The new Mannheim -- Waghäusel railway in the section from the entrance and exit to Graben-Neudorf was included in section 4a ( Stuttgart ) .	0
15264	That same year , he defeated Deaf Moran , Bill Dukes , Arthur Gowan , and held a draw with Mike Donohue .	That same year , he defeated Deaf Moran , Bill Dukes , Mike Donohue , and held a draw with Arthur Gowan .	0
15265	St. Joseph 's Church is a Catholic church , situated on East Wall in the Church Road area of Dublin , Ireland .	St. Joseph 's Church is a Catholic church situated on Church Road in the East Wall area of Dublin , Ireland .	0
15266	Hunter gave Courtney several prescriptions for fictitious patients .	Courtney gave Hunter several prescriptions for fictitious patients .	0
15267	Although invertebrates remain poorly known on Madagascar , researchers have found high rates of endemism among the studied species .	Although invertebrates remain poorly studied on Madagascar , researchers have found high rates of endemism among the known species .	0
15268	The giant current ripple marks are diluvial forms in important depositional plain and mountain scablands .	The giant current ripple marks are important depositional forms in diluvial plain and mountain scablands .	0
15269	In the final match to air live on pay-per-view , Diesel challenged WWF World Heavyweight Champion Shawn Michaels in a No Holds Barred match .	In the final match to pay live on air-per-view , Diesel challenged WWF World Heavyweight Champion Shawn Michaels in a No Holds Barred match .	0
15270	In the shoot-out , Thomas Ravelli had their kicks saved by Dan Petrescu and Miodrag Belodedici and Sweden went through .	In the shoot-out , Dan Petrescu and Miodrag Belodedici had their kicks saved by Thomas Ravelli and Sweden went through .	0
15271	Tom Ford was the defending champion , but he lost 4 - 5 against Barry Hawkins in the last 16 .	Barry Hawkins was the defending champion , but he lost 4 -- 5 against Tom Ford in the last 16 .	0
15272	Onita was featured as the company 's main star and the top fan favorite and headlined every show .	Onita was featured as the company 's top star and the main fan favorite and headlined every show .	0
15273	These restaurants include Downers Grove-based Barbakoa and Brett Favre 's Steakhouse in Green Bay , Wisconsin .	These restaurants include Green Bay , Wisconsin-based Barbakoa and Brett Favre 's Steakhouse in Downers Grove .	0
15274	Two probability densities `` f '' and `` g '' represent the same probability distribution precisely if they differ only on a set of Lebesgue measure zero .	Two probability densities `` f '' and `` g '' represent the same probability distribution only if they differ precisely on a set of Lebesgue measure zero .	0
15275	The film follows the true story of the Maclean brothers , Norman and Paul , growing up in Missoula , Montana with their father , Presbyterian minister John .	The film follows the true story of the Maclean brothers , John and Paul , growing up in Missoula , Montana with their father , Presbyterian minister Norman .	0
15276	Due to a child stealing group the children get switched up with Vasundara taking home Lekha while Meena takes Chandra , therefore , only Meena knows about the switch .	Due to a child stealing group the children get switched up with Meena , taking home Vasundara while Meena takes Chandra , therefore , only Lekha knows about the switch .	0
15277	Annually , Austria offers around 30 scholarships to Austrian students , and every year there are about 40 Indonesian students visit Indonesia to perform their study .	Annually , Austria offers about 30 scholarships to Indonesian students , and every year there are around 40 Austrian students visit Indonesia to perform their study .	0
15278	The possible syllable template is ( C ) V ( V ) ( C ) -- i.e. , the basic syllable types are :	The basic syllable template is ( C ) V ( V ) ( C ) -- i.e. , the possible syllable types are :	0
15279	Something old , something new may also refer to :	Something new , something old may also refer to :	1
15280	Lizzie Armitstead and Annemiek van Vleuten won the uphill finale ahead of Emma Johansson .	Emma Johansson won the uphill finale ahead of Lizzie Armitstead and Annemiek van Vleuten .	0
15281	Despite its roots in the `` Deseret News '' and its link to KSL radio , channel 5 was also an initially-ran in news .	Despite its roots in the `` Deseret News '' and its link to KSL radio , channel 5 was initially an also-ran in news .	0
15282	Charlie then pleads with Nancy to help Justin as he is his real father .	Nancy then pleads with Justin to help Charlie as he is his real father .	0
15283	Thus , as a growth curve modeling technique , it allows the estimation of intra-individual differences in inter-individual change over time by modeling the variances and covariances .	Thus , as a growth curve modeling technique , it allows the estimation of inter-individual differences in intra-individual change over time by modeling the variances and covariances .	0
15284	Outdoor scenes for Mexico were filmed in Phoenix 's Encanto Park and in another scene , she is walking along 35th Avenue and in the distance is Camelback Mountain .	Outdoor scenes for Camelback Mountain were filmed in Mexico 's Encanto Park and in another scene , she is walking along 35th Avenue and in the distance is Phoenix .	0
15285	These and many more members have cooperated in the development of the PPML variable data language , and more broadly , digital print standards development worldwide .	These and many more members have cooperated in the development of the PPML digital data language , and more broadly , variable print standards development worldwide .	0
15286	At first the frass is ejected but as the larva penetrates the twig the frass packs the tunnel .	At first the frass is ejected but as the larva packs the twig the frass penetrates the tunnel .	0
15287	In probability and basic statistics , Ignatov 's theorem is a mathematical result on the distribution of record values of a stochastic process .	In probability and mathematical statistics , Ignatov 's theorem is a basic result on the distribution of record values of a stochastic process .	0
15288	As the season progressed , Irvan won the pole position for the spring race at New Hampshire , then scored victories at Talladega and Richmond .	As the season progressed , Irvan won the pole position for the spring race at Talladega , then scored victories at New Hampshire and Richmond .	0
15289	Pappu gets angry on Vichu 's ( Priya 's ) absence .	Priya gets angry on Vichu 's ( Pappu 's ) absence .	0
15290	Tuaran Hospital provides clinical services , administrative services and support services .	Tuaran Hospital provides administrative services , clinical services and support services .	1
15291	George Well first-known on Britain 's Got Talent ( series 6 ) where he became a semi-finalist .	George first became well-known on Britain 's Got Talent ( series 6 ) where he was a semi-finalist .	0
15292	If Troika becomes part of Spain the municipality will be merged with another as it has only 41 inhabitants ; municipalities in Europe are not as small as this .	If Troika becomes part of Europe the municipality will be merged with another as it has only 41 inhabitants ; municipalities in Spain are not as small as this .	0
15293	Stephanie Allain ( born October 30 , 1959 ) is an independent producer of African-American movies in Hollywood , California .	Stephanie Allain ( born October 30 , 1959 ) is an African-American producer of independent movies in Hollywood , California .	0
15294	For research into cardiac cellular therapy via stem cells , in-vitro differentiation mechanism for cardiac stem cells for large scale production , and cellular cardiomyopathy therapy application	For research into cellular therapy via stem cells , in-vitro differentiation mechanism for cardiac cellular stem cells for large scale production , and cardiac cardiomyopathy therapy application .	0
15295	The rectangular palace includes towers subtly taller than the main building , and covered by pyramidal merlons and encircled by smaller pinnacles .	The pyramidal palace includes towers subtly taller than the main building and covered by rectangular merlons and encircled by smaller pinnacles .	0
15296	Meanwhile , Nicky 's girlfriend , Sally Kaiser ( Suzanne Adkinson ) , is pregnant with his child .	Meanwhile , Nicky 's girlfriend , Suzanne Adkinson ( Sally Kaiser ) , is pregnant with his child .	1
15297	So if a lifeform like human beings asks such a question , it must have arisen in a universe having balanced forces , however rare that might be .	So if a lifeform like human beings asks such a question , it must have arisen in a universe having rare forces , however balanced that might be .	0
15298	For any real , the-angle fractional Fourier transform of a function ƒ is denoted by formula _ 16 and defined by	For any real , the-angle fractional Fourier transform of a function ƒ is defined by formula _ 16 and denoted by	0
15299	The park is bounded on its north by the Manas Tiger Reserve and the South on its Black Mountain National Park in India .	The park is bounded on its north by the Black Mountain National Park and the Manas Tiger Reserve on its South in India .	0
15300	But when Pinocchio refuses to let him go , Stromboli asks , stating it would violate a contract he was supposed to sign .	But when Pinocchio asks to let him go , Stromboli refuses , stating it would violate a contract he was supposed to sign .	0
15301	Romeo Camathias was the uncle to Joël Camathias , a car racer born in 1947 , whose son Florian is also a car racer .	Florian was the uncle to Romeo Camathias , a car racer born in 1947 , whose son Joël Camathias is also a car racer .	0
15302	Gwen and John investigating finds Chloe dead .	Chloe investigating finds Gwen and John dead .	0
15303	Sarah Scott has noted that , after Delisle 's work was quoted with approval in Mordecai Richler 's book `` Oh Canada !	Mordecai Richler has noted that , after Delisle 's work was quoted with approval in Sarah Scott 's book Oh Canada !	0
15304	As he continues to go down , and the weather starts to get bad , Krakauer runs into Beck Weathers , sitting alone by himself in snow .	As he continues to go down , and the weather starts to get bad , Beck Weathers runs into Krakauer , sitting alone by himself in snow .	0
15305	Along with the pilots , seven DH-4s were also transferred from the 8th , which was more than had required .	Along with the pilots , seven DH-4s were also transferred from the 8th , which had more than was required .	0
15306	The embroidery was done with padded thread , on a cotton or silk ground . The `` subo '' fabric was then lined , and possibly spun .	The embroidery was done with spun thread , on a cotton or silk ground . The `` subo '' fabric was then lined , and possibly padded .	0
15307	Renchen is located in the foothills of the northern Black Forest at the entrance to the Rench valley at the edge of the Upper Rhine River Plains .	Renchen is located in the foothills of the northern Upper Rhine River Plains at the entrance to the Rench valley at the edge of the Black Forest .	0
15308	On 4 September 1967 the through services between Perth and Forfar ceased , and the former main NBR route was the sole line to the north .	On 4 September 1967 the through services between Perth and Forfar ceased , and the former NBR route was the sole main line to the north .	0
15309	The draw was played on 15 December 2014 . The first legs were played on 19 February , and the second legs were held on 26 February 2015 .	The draw was held on 15 December 2014 . The first legs were played on 19 February , and the second legs were played on 26 February 2015 .	0
15310	Where formula _ 37 is the kth Chebyshev polynomial of the 2nd kind .	Where formula 37 is the 2nd Chebyshev polynomial of the kth kind .	0
15311	During the seventh renovation , an image from the sixth renovation had been hidden in a cave .	During the sixth renovation , an image from the seventh renovation had been hidden in a cave .	0
15312	San Strato a Posillipo is a parish church in the Posillipo neighborhood of Naples , Italy .	San Strato a Posillipo is a parish church in the Naples , Italy neighborhood of Posillipo .	0
15313	In 2005 Recht left Reykjavik , Iceland to London where he worked with British designer Alexander McQueen before relocating to Australia , where he has been based since 2005 .	In 2005 Recht left Australia to London where he worked with British designer Alexander McQueen before relocating to Reykjavik , Iceland , where he has been based since 2005 .	0
15314	He was born in Wallasey , but his family moved around a great deal , finally ending up in London .	He was born in London , but his family moved around a great deal , finally ending up in Wallasey .	0
15315	Cambodian Scouting in exile existed at least into the early 1990s in Los Angeles , alongside fellow Vietnamese Scouting in exile and Laotian Scouting in exile groups .	Laotian Scouting in exile existed at least into the early 1990s in Los Angeles , alongside Cambodian Scouting in exile and fellow Vietnamese Scouting in exile groups .	0
15316	By practicing persistently she finally managed to use drawing and painting instruments with her right hand again .	By practicing again she finally managed to use drawing and painting instruments with her right hand persistently .	0
15317	James demanded treatment for Boros .	Boros demanded treatment for James .	0
15318	Gibson left Coventry in 1955 , and became County Architect in Nottinghamshire . Gibson subsequently knighted and became the government 's senior architect , responsible for raising architectural standards .	Gibson left Nottinghamshire in 1955 , and became County Architect in Coventry . Gibson subsequently knighted and became the government 's senior architect , responsible for raising architectural standards .	0
15319	The first motion picture made in the Balkans was recorded by the Aromanian Manakis brothers in Manastır in 1903 .	The first motion picture recorded in the Balkans was made by the Aromanian Manakis brothers in Manastır in 1903 .	0
15320	Brenner often ribbed Peterson for his lifelong support of the also-ran Boston Red Sox major league baseball team .	Brenner also ribbed Peterson for his lifelong support of the often-ran Boston Red Sox major league baseball team .	0
15321	Yannick Noah defeated Mats Wilander , 6 -- 2 , 7 -- 5 , 7 -- 6	Mats Wilander defeated Yannick Noah , 6-2 , 7-5 , 7- 6 .	0
15322	The community itself was originally named Dunkley 's Grove after the settler Hezekiah Dunklee , and was renamed after a town in New York or Addison , England .	The community itself was originally named Dunkley 's Grove after the settler Hezekiah Dunklee , and was renamed after a town in England or Addison , New York .	0
15323	Regularly scheduled in flight movies began to premiere in 1961 on flights from New York to Los Angeles .	Regularly scheduled in flight movies began to premiere in 1961 on flights from Los Angeles to New York .	0
15324	The Allianz Group also simplified its brand strategy from 2006 and their previous emblem was replaced by the current combination mark .	The Allianz Group also simplified its brand strategy from 2006 and their current emblem was replaced by the previous combination mark .	0
15325	He competed in jumping at the 1912 Summer Olympics and finished fifth individually and 21st with the Russian team .	He competed in jumping at the 1912 Summer Olympics and finished 21st individually and fifth with the Russian team .	0
15326	Europe ( until recently including the southeastern part of British Isles , where it was probably introduced . )	British Isles ( until recently including the southeastern part of Europe , where it was probably introduced . )	0
15327	Many Quebec Tories , including a number of Members of Parliament , left the party to form the Bloc Québécois with like-minded Liberals .	Many Quebec Tories , including a number of Members of Parliament , left the party to form the Bloc Québécois with like-minded Liberals .	1
15328	In the mid- 1970s , the works March team ( March Engineering ) often ran different sponsorship liveries on individual cars , under multiple entrant names .	In the mid- 1970s , the works March team ( March Engineering ) often ran multiple sponsorship liveries on individual cars , under different entrant names .	1
15329	First : All persons receive a fair notice of what is punishable and what is not .	First : All persons receive a punishable notice of what is fair and what is not .	0
15330	Maria is dressed in the height of late fifteenth-century fashion , with a long black hennin with a transparent veil and an elaborate jewel studded necklace .	Maria is dressed in the height of late fifteenth-century fashion , with a transparent black hennin with a long veil and an elaborate jewel studded necklace .	0
15331	Jens Langkniv is a 1940 Danish film directed by Poul Reichhardt and starring Per Knutzon and Peter Lind .	Jens Langkniv is a 1940 Danish film directed by Per Knutzon and Peter Lind and starring Poul Reichhardt .	0
15332	Artec 3D 's handheld scanners and software have been utilized across various industries . Examples of notable industry-specific applications include :	Artec 3D 's handheld scanners and software have been utilized across various industries . Examples of specific industry-notable applications include :	0
15333	Schlupp scored his second league goal , and Leicester City 's 4,000th home league goal , against Birmingham City in the 80th minute of 13 March 2012 Championship clash .	Schlupp scored his second league goal , and Birmingham City 's 4,000th home league goal , against Leicester City in the 80th minute of 13 March 2012 Championship clash .	0
15334	A number of companies are now based in the buildings . The property also comprises 8.5 hectares of park and woodland that is open to the public .	A number of companies are also based in the buildings . The property now comprises 8.5 hectares of park and woodland that is open to the public .	1
15335	Soldiers of Geza apprehended him as he was fording the Ivanka pri Nitre near Váh .	Soldiers of Geza apprehended him as he was fording the Váh near Ivanka pri Nitre .	0
15336	The discrete-time linear system equations are	The linear-time discrete system equations are	0
15337	The second blast occurred around 10 : 30 a.m. , emergency services arrived at the scene and then happened the first blast .	The first blast occurred around 10 : 30 a.m. , emergency services arrived at the scene and then happened the second blast .	0
15338	The British government discovered her machinery in 1940 , despite French protests , when it embargoed surreptitious contacts between the Yugoslav and Soviet governments .	The British government embargoed her machinery in 1940 , despite French protests , when it discovered surreptitious contacts between the Yugoslav and Soviet governments .	0
15339	Bellamy said , `` Gabby 's taken a real dislike to Marlon .	Gabby said , `` Marlon 's taken a real dislike to Bellamy '' .	0
15340	Maps were issued around 1990 showing Iraq as a province of Kuwait .	Maps were issued around 1990 showing Kuwait as a province of Iraq .	0
15341	is the next tier of superheroes in the association . The B-Class superheroes have recur in the series are :	is the next tier of superheroes in the association . The B-Class superheroes are recur in the series have :	0
15342	In 2009 , he gave away his sole character to a Ebessan Osaka Pro wrestler . He now competes freelance as his regular character , Kikutaro .	In 2009 , he gave away his Ebessan character to a regular Osaka Pro wrestler . He now competes freelance as his sole character , Kikutaro .	0
15343	Stack : Stack ranks open applicants for inbound jobs and lets recruiters perform a consolidated search across talent in an applicant tracking systems .	Stack : Stack ranks inbound applicants for open jobs and lets recruiters perform a consolidated search across talent in an applicant tracking systems .	0
15344	ICT4D not only supports agricultural production but also helps in market development . Thus it strengthens creating future opportunities for agricultural sector and the development of rural livelihoods .	ICT4D not only strengthens agricultural production but also helps in market development . Thus it supports creating future opportunities for agricultural sector and the development of rural livelihoods .	0
15345	Meri Aan is a 1993 Bollywood film directed by Roopesh Kumar . It Stars Ayub Khan in lead role . Sanjay Dutt made a cameo appearance .	Meri Aan Stars a 1993 Bollywood film directed by Ayub Khan . It is Sanjay Dutt in lead role . Roopesh Kumar made a cameo appearance .	0
15346	Croker River ( PIN 1BG ) is a current Early Warning Line and a former Distant North Warning System site .	Croker River ( PIN 1BG ) is a former Distant Early Warning Line and a current North Warning System site .	0
15347	Rolando Blackman was unable to play due to injury . Karl Malone was selected as his replacement .	Karl Malone was unable to play due to injury . Rolando Blackman was selected as his replacement .	0
15348	David Areianites or Arianites was a high-ranking Byzantine commander of the early 11th century .	David Areianites or Arianites was a high-ranking Byzantine commander of the early 11th century .	1
15349	The jugal was thin and transversely long .	The jugal was long and transversely thin .	0
15350	`` ( Samboan , Dumanjug , Ronda , Alcantara , Malabuyoc , Badian , Alegria , Barili , Ginatilan , Moalboal ) '' .	`` ( Barili , Dumanjug , Ronda , Alcantara , Moalboal , Badian , Alegria , Malabuyoc , Ginatilan , Samboan ) ''	1
15351	Arantxa Sánchez Vicario/Todd Woodbridge defeated Lori McNeil/Bryan Shelton , 6 -- 2 , 6 -- 3	Lori McNeil/Bryan Shelton defeated Arantxa Sánchez Vicario/Todd Woodbridge , 6 -- 2 , 6 -- 3	0
15352	Female similar to the male ; the prominent streaks on the upperside of the forewing slightly more blue intercellular and internervular .	Female similar to the male ; the blue intercellular and internervular streaks on the upperside of the forewing slightly more prominent .	0
15353	An electric starter was optional from 1923 .	An electric starter was optional from 1923 .	1
15354	Almost 13 % of the riding 's population are immigrants , including 6 % Ukrainian and 5 % German .	Almost 13 % of the riding 's population are immigrants , including 6 % German and 5 % Ukrainian .	0
15355	With Michael by his side , Sara wakes up disoriented and weak .	With Sara by his side , Michael wakes up disoriented and weak .	0
15356	By choosing the hunting-mode the player can switch to table-top-view of the location and look for resources to collect or monsters to fight .	By choosing the hunting-mode , the player can switch to table-top-view of the location and look for resources to fight or monsters to collect .	0
